GOid
Biological Process Annotation Description
Frequency
GO:0006096,"The chemical reactions and pathways resulting in the breakdown of a carbohydrate into pyruvate, with the concomitant production of a small amount of ATP and the reduction of NAD(P) to NAD(P)H. Glycolysis begins with the metabolism of a carbohydrate to generate products that can enter the pathway and ends with the production of pyruvate. Pyruvate may be converted to acetyl-coenzyme A, ethanol, lactate, or other small molecules.",6
GO:0009411,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers.",6
GO:0007165,"The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.",6
GO:0000079,"Any process that modulates the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity.",5
GO:0007049,"The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division.",5
GO:0000724,"The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule.",5
GO:0010971,"Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle.",5
GO:0042276,"The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication by using a specialized DNA polymerase or replication complex to insert a defined nucleotide across the lesion. This process does not remove the replication-blocking lesions and causes an increase in the endogenous mutation level. For example, in E. coli, a low fidelity DNA polymerase, pol V, copies lesions that block replication fork progress. This produces mutations specifically targeted to DNA template damage sites, but it can also produce mutations at undamaged sites.",5
GO:0006272,"The process in which an existing DNA strand is extended continuously in a 5' to 3' direction by activities including the addition of nucleotides to the 3' end of the strand, complementary to an existing template, as part of DNA replication. Leading strand elongation proceeds in the same direction as the replication fork.",4
GO:0045740,"Any process that activates or increases the frequency, rate or extent of DNA replication.",4
GO:0031297,"The process in which a DNA replication fork that has stalled is restored to a functional state and replication is restarted. The stalling may be due to DNA damage, DNA secondary structure, bound proteins, dNTP shortage, or other causes.",4
GO:0030855,"The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium.",4
GO:0045892,"Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription.",4
GO:0016570,"The covalent alteration of one or more amino acid residues within a histone protein.",4
GO:0018105,"The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine.",4
GO:0090305,"The nucleic acid metabolic process in which the phosphodiester bonds between nucleotides are cleaved by hydrolysis.",4
GO:0009410,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical.",4
GO:0010389,"Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle.",4
GO:0006606,"The directed movement of a protein from the cytoplasm to the nucleus.",4
GO:0000723,"Any process that contributes to the maintenance of proper telomeric length and structure by affecting and monitoring the activity of telomeric proteins, the length of telomeric DNA and the replication and repair of the DNA. These processes includes those that shorten, lengthen, replicate and repair the telomeric DNA sequences.",4
GO:0006284,"In base excision repair, an altered base is removed by a DNA glycosylase enzyme, followed by excision of the resulting sugar phosphate. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase.",4
GO:0090398,"A cell aging process stimulated in response to cellular stress, whereby normal cells lose the ability to divide through irreversible cell cycle arrest.",4
GO:1902975,"Any DNA replication initiation involved in mitotic cell cycle DNA replication.",4
GO:0071897,"The biosynthetic process resulting in the formation of DNA.",4
GO:0045893,"Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription.",4
GO:0007507,"The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood.",3
GO:0070301,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus.",3
GO:0046686,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus.",3
GO:0034644,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers.",3
GO:0032355,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen.",3
GO:0097421,"The regrowth of lost or destroyed liver.",3
GO:0071466,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organism exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical.",3
GO:0048511,"Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism.",3
GO:0016310,"The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide.",3
GO:0018107,"The phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine.",3
GO:0000226,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins.",3
GO:0032092,"Any process that activates or increases the frequency, rate or extent of protein binding.",3
GO:0045786,"Any process that stops, prevents or reduces the rate or extent of progression through the cell cycle.",3
GO:0006915,"A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died.",3
GO:0007098,"The cell cycle process in which centrosome duplication and separation takes place. The centrosome cycle can operate with a considerable degree of independence from other processes of the cell cycle.",3
GO:0071479,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays.",3
GO:0006302,"The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix.",3
GO:0006297,"Repair of the gap in the DNA helix by DNA polymerase and DNA ligase after the portion of the strand containing the lesion has been removed by pyrimidine-dimer repair enzymes.",3
GO:0061621,"The glycolytic process that begins with the conversion of glucose to glucose-6-phosphate by glucokinase activity. Glycolytic processes are the chemical reactions and pathways resulting in the breakdown of a carbohydrate into pyruvate, with the concomitant production of a small amount of ATP.",3
GO:0010165,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz).",3
GO:0031571,"A signal transduction process that contributes to a mitotic cell cycle G1/S transition DNA damage checkpoint.",3
GO:0001934,"Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein.",3
GO:0006511,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein.",3
GO:0008285,"Any process that stops, prevents or reduces the rate or extent of cell proliferation.",3
GO:0010468,"Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA).",3
GO:0010033,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus.",3
GO:0010628,"Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA).",3
GO:0048146,"Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells.",3
GO:0007095,"A mitotic cell cycle checkpoint that detects and negatively regulates progression through the G2/M transition of the cell cycle in response to DNA damage.",3
GO:0010629,"Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA).",3
GO:0045944,"Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter.",3
GO:0016447,"The process in which immunoglobulin genes are formed through recombination of the germline genetic elements, as known as immunoglobulin gene segments, within a single locus.",3
GO:0045910,"Any process that stops, prevents, or reduces the frequency, rate or extent of DNA recombination.",3
GO:0051096,"Any process that activates or increases the activity of a helicase.",3
GO:0008340,"The pathways that regulate the duration of the adult phase of the life-cycle of an animal.",3
GO:0007283,"The developmental process by which male germ line stem cells self renew or give rise to successive cell types resulting in the development of a spermatozoa.",3
GO:0051321,"Progression through the phases of the meiotic cell cycle, in which canonically a cell replicates to produce four offspring with half the chromosomal content of the progenitor cell via two nuclear divisions.",3
GO:0071480,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum.",3
GO:0006312,"The exchange, reciprocal or nonreciprocal, of genetic material between one DNA molecule and a homologous DNA region that occurs during mitotic cell cycles.",3
GO:0006979,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals.",3
GO:0090399,"A cell aging process associated with the dismantling of a cell as a response to telomere shortening and/or cellular aging.",3
GO:0006269,"The synthesis of a short RNA polymer, usually 4-15 nucleotides long, using one strand of unwound DNA as a template; the RNA then serves as a primer from which DNA polymerases extend synthesis.",3
GO:0007265,"The series of molecular signals within the cell that are mediated by a member of the Ras superfamily of proteins switching to a GTP-bound active state.",3
GO:0070987,"The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication by using a specialized DNA polymerase or replication complex to insert a defined nucleotide across the lesion. This process does not remove the replication-blocking lesions but does not causes an increase in the endogenous mutation level. For S. cerevisiae, RAD30 encodes DNA polymerase eta, which incorporates two adenines. When incorporated across a thymine-thymine dimer, it does not increase the endogenous mutation level.",3
GO:0030308,"Any process that stops, prevents, or reduces the frequency, rate, extent or direction of cell growth.",3
GO:0044849,"A type of ovulation cycle, which occurs in most mammalian therian females, where the endometrium is resorbed if pregnancy does not occur.",2
GO:1902065,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an L-glutamate stimulus.",2
GO:0032077,"Any process that activates or increases the frequency, rate or extent of deoxyribonuclease activity, the hydrolysis of ester linkages within deoxyribonucleic acid.",2
GO:0071548,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a dexamethasone stimulus.",2
GO:0045739,"Any process that activates or increases the frequency, rate or extent of DNA repair.",2
GO:1902990,"Any telomere maintenance via semi-conservative replication that is involved in mitotic cell cycle.",2
GO:0046777,"The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation).",2
GO:0016241,"Any process that modulates the frequency, rate or extent of macroautophagy.",2
GO:0051966,"Any process that modulates the frequency, rate or extent of glutamatergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter glutamate.",2
GO:0045860,"Any process that activates or increases the frequency, rate or extent of protein kinase activity.",2
GO:1901215,"Any process that stops, prevents or reduces the frequency, rate or extent of neuron death.",2
GO:0061001,"Any process that modulates the rate, frequency, or extent of dendritic spine morphogenesis, the process in which the anatomical structures of a dendritic spine are generated and organized. A dendritic spine is a protrusion from a dendrite and a specialized subcellular compartment involved in synaptic transmission.",2
GO:0060079,"A process that leads to a temporary increase in postsynaptic potential due to the flow of positively charged ions into the postsynaptic cell. The flow of ions that causes an EPSP is an excitatory postsynaptic current (EPSC) and makes it easier for the neuron to fire an action potential.",2
GO:0030182,"The process in which a relatively unspecialized cell acquires specialized features of a neuron.",2
GO:0007005,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a mitochondrion; includes mitochondrial morphogenesis and distribution, and replication of the mitochondrial genome as well as synthesis of new mitochondrial components.",2
GO:0051402,"Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system.",2
GO:2000379,"Any process that activates or increases the frequency, rate or extent of reactive oxygen species metabolic process.",2
GO:0016525,"Any process that stops, prevents, or reduces the frequency, rate or extent of angiogenesis.",2
GO:0032201,"The process in which telomeric DNA is synthesized semi-conservatively by the conventional replication machinery and telomeric accessory factors as part of cell cycle DNA replication.",2
GO:0090502,"The chemical reactions and pathways involving the hydrolysis of internal 3',5'-phosphodiester bonds in one or two strands of ribonucleotides.",2
GO:0051289,"The formation of a protein homotetramer, a macromolecular structure consisting of four noncovalently associated identical subunits.",2
GO:0000278,"Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent.",2
GO:0045004,"Correction of replication errors by DNA polymerase using a 3'-5' exonuclease activity.",2
GO:0006094,"The formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol.",2
GO:0043524,"Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process in neurons.",2
GO:1900087,"Any signalling pathway that increases or activates a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle.",2
GO:0045471,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ethanol stimulus.",2
GO:0016055,"The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell and ending with a change in cell state.",2
GO:0045921,"Any process that activates or increases the frequency, rate or extent of exocytosis.",2
GO:0006513,"Addition of a single ubiquitin group to a protein.",2
GO:0006301,"The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication. Includes pathways that remove replication-blocking lesions in conjunction with DNA replication.",2
GO:0007059,"The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles.",2
GO:0043123,"Any process that activates or increases the frequency, rate or extent of I-kappaB kinase/NF-kappaB signaling.",2
GO:0009615,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus.",2
GO:0050680,"Any process that stops, prevents or reduces the rate or extent of epithelial cell proliferation.",2
GO:0045646,"Any process that modulates the frequency, rate or extent of erythrocyte differentiation.",2
GO:0033077,"The process in which a precursor cell type acquires the specialized features of a T cell via a differentiation pathway dependent upon transit through the thymus.",2
GO:0016477,"The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms.",2
GO:0009636,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a toxic stimulus.",2
GO:0000086,"The mitotic cell cycle transition by which a cell in G2 commits to M phase. The process begins when the kinase activity of M cyclin/CDK complex reaches a threshold high enough for the cell cycle to proceed. This is accomplished by activating a positive feedback loop that results in the accumulation of unphosphorylated and active M cyclin/CDK complex.",2
GO:0001525,"Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels.",2
GO:0050767,"Any process that modulates the frequency, rate or extent of neurogenesis, the generation of cells in the nervous system.",2
GO:0042789,"The cellular synthesis of messenger RNA (mRNA) from a DNA template by RNA polymerase II, originating at an RNA polymerase II promoter.",2
GO:0010756,"Any process that increases the rate, frequency or extent of plasminogen activation. Plasminogen activation is the process in which plasminogen is processed to plasmin.",2
GO:0097193,"The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP).",2
GO:0016446,"Mutations occurring somatically that result in amino acid changes in the rearranged V regions of immunoglobulins.",2
GO:0045190,"The switching of activated B cells from IgM biosynthesis to biosynthesis of other isotypes of immunoglobulin, accomplished through a recombination process involving an intrachromosomal deletion involving switch regions that reside 5' of each constant region gene segment in the immunoglobulin heavy chain locus.",2
GO:0016567,"The process in which one or more ubiquitin groups are added to a protein.",2
GO:0043687,"The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome.",2
GO:0010569,"Any process that modulates the frequency, rate or extent of the error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences.",2
GO:0006310,"Any process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents. In eukaryotes genetic recombination can occur by chromosome assortment, intrachromosomal recombination, or nonreciprocal interchromosomal recombination. Interchromosomal recombination occurs by crossing over. In bacteria it may occur by genetic transformation, conjugation, transduction, or F-duction.",2
GO:2000001,"Any process that modulates the frequency, rate or extent of a DNA damage checkpoint.",2
GO:0010225,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-C radiation stimulus. UV-C radiation (UV-C light) spans the wavelengths 100 to 280 nm.",2
GO:0006334,"The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA.",2
GO:0071364,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus.",2
GO:0007004,"The maintenance of proper telomeric length by the addition of telomeric repeats by telomerase.",2
GO:0006289,"A DNA repair process in which a small region of the strand surrounding the damage is removed from the DNA helix as an oligonucleotide. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase. Nucleotide excision repair recognizes a wide range of substrates, including damage caused by UV irradiation (pyrimidine dimers and 6-4 photoproducts) and chemicals (intrastrand cross-links and bulky adducts).",2
GO:0034502,"Any process in which a protein is transported to, or maintained at, a specific location on a chromosome.",2
GO:0071353,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-4 stimulus.",2
GO:0001938,"Any process that activates or increases the rate or extent of endothelial cell proliferation.",2
GO:0043068,"Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes.",2
GO:0032091,"Any process that stops, prevents, or reduces the frequency, rate or extent of protein binding.",2
GO:0010977,"Any process that decreases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).",2
GO:0001933,"Any process that stops, prevents or reduces the rate of addition of phosphate groups to amino acids within a protein.",2
GO:0031398,"Any process that activates or increases the frequency, rate or extent of the addition of ubiquitin groups to a protein.",2
GO:0032088,"Any process that stops, prevents, or reduces the frequency, rate or extent of the activity of the transcription factor NF-kappaB.",2
GO:0008284,"Any process that activates or increases the rate or extent of cell proliferation.",2
GO:0006351,"The synthesis of an RNA transcript from a DNA template.",2
GO:0043570,"Any process involved in sustaining the fidelity and copy number of DNA repeat elements.",2
GO:0042771,"The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage, and ends when the execution phase of apoptosis is triggered.",2
GO:0017148,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA.",2
GO:0061844,"An immune response against microbes mediated by anti-microbial peptides in body fluid.",2
GO:0006273,"The process in which an existing DNA strand is extended in a net 3' to 5' direction by activities including the addition of nucleotides to the 3' end of the strand, complementary to an existing template, as part of DNA replication. Lagging strand DNA elongation proceeds by discontinuous synthesis of short stretches of DNA, known as Okazaki fragments, from RNA primers; these fragments are then joined by DNA ligase. Although each segment of nascent DNA is synthesized in the 5' to 3' direction, the overall direction of lagging strand synthesis is 3' to 5', mirroring the progress of the replication fork.",2
GO:0042326,"Any process that stops, prevents or decreases the rate of addition of phosphate groups to a molecule.",2
GO:2000045,"Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle.",2
GO:0045736,"Any process that stops, prevents, or reduces the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity.",2
GO:0050851,"The series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell.",1
GO:0000083,"Any process that regulates transcription such that the target genes are involved in the transition between G1 and S phase of the mitotic cell cycle.",1
GO:0048167,"A process that modulates synaptic plasticity, the ability of synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers.",1
GO:0014044,"The process aimed at the progression of a Schwann cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. Schwann cells are found in the peripheral nervous system, where they insulate neurons and axons, and regulate the environment in which neurons function.",1
GO:0030866,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of actin-based cytoskeletal structures in the cell cortex, i.e. just beneath the plasma membrane.",1
GO:0090314,"Any process that increases the frequency, rate or extent of the process of directing proteins towards a membrane, usually using signals contained within the protein.",1
GO:0001764,"The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature.",1
GO:0007519,"The developmental sequence of events leading to the formation of adult skeletal muscle tissue. The main events are: the fusion of myoblasts to form myotubes that increase in size by further fusion to them of myoblasts, the formation of myofibrils within their cytoplasm and the establishment of functional neuromuscular junctions with motor neurons. At this stage they can be regarded as mature muscle fibers.",1
GO:0070509,"The directed movement of calcium ions into a cell or organelle.",1
GO:0031175,"The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).",1
GO:0030334,"Any process that modulates the frequency, rate or extent of cell migration.",1
GO:0031397,"Any process that stops, prevents, or reduces the frequency, rate or extent of the addition of ubiquitin groups to a protein.",1
GO:0019233,"The series of events required for an organism to receive a painful stimulus, convert it to a molecular signal, and recognize and characterize the signal. Pain is medically defined as the physical sensation of discomfort or distress caused by injury or illness, so can hence be described as a harmful stimulus which signals current (or impending) tissue damage. Pain may come from extremes of temperature, mechanical damage, electricity or from noxious chemical substances. This is a neurological process.",1
GO:0031914,"A process that decreases synaptic plasticity, the ability of synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers.",1
